Datetime,CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-08-07 19:00:00,1.6,160.2,8.3,65.0,86.0,990.0,912.0,777.0,1648.0,689.0,32.2,37.4,1.8
2004-08-07 20:00:00,1.6,160.2,8.4,78.0,93.0,981.0,917.0,740.0,1649.0,714.0,29.7,41.7,1.7
2004-08-07 21:00:00,1.3,160.2,6.4,51.0,68.0,954.0,828.0,793.0,1589.0,631.0,27.7,47.4,1.7
2004-08-07 22:00:00,1.9,160.2,10.3,84.0,95.0,1030.0,988.0,686.0,1751.0,829.0,27.3,49.4,1.8
2004-08-07 23:00:00,1.9,160.2,10.9,89.0,93.0,1033.0,1011.0,681.0,1768.0,875.0,26.3,51.3,1.7
2004-08-08 00:00:00,1.5,160.2,7.4,65.0,69.0,963.0,872.0,767.0,1617.0,803.0,25.7,54.1,1.8
2004-08-08 01:00:00,1.1,160.2,5.8,43.0,55.0,918.0,805.0,816.0,1571.0,759.0,25.4,55.1,1.8
2004-08-08 02:00:00,0.8,160.2,4.5,32.0,39.0,868.0,736.0,894.0,1548.0,638.0,24.9,57.3,1.8
2004-08-08 03:00:00,0.9,160.2,4.6,27.0,36.0,886.0,744.0,869.0,1590.0,700.0,24.1,61.8,1.8
2004-08-08 04:00:00,0.6,160.2,2.4,22.0,33.0,813.0,609.0,1017.0,1473.0,615.0,23.9,61.2,1.8
2004-08-08 05:00:00,0.6,160.2,2.4,21.0,29.0,815.0,616.0,1080.0,1532.0,596.0,23.8,61.3,1.8
2004-08-08 06:00:00,0.7,160.2,2.6,27.0,36.0,815.0,627.0,1049.0,1518.0,650.0,23.4,61.7,1.7
2004-08-08 07:00:00,0.6,160.2,2.8,31.0,38.0,835.0,638.0,1024.0,1506.0,655.0,24.3,58.4,1.8
2004-08-08 08:00:00,1.0,160.2,4.5,46.0,47.0,921.0,738.0,901.0,1585.0,779.0,25.1,56.6,1.8
2004-08-08 09:00:00,1.2,160.2,5.2,62.0,64.0,963.0,774.0,839.0,1621.0,758.0,27.3,51.3,1.8
2004-08-08 10:00:00,1.0,160.2,4.2,43.0,49.0,935.0,724.0,936.0,1574.0,598.0,29.5,45.9,1.9
2004-08-08 11:00:00,1.3,160.2,4.8,53.0,64.0,1007.0,751.0,849.0,1649.0,643.0,27.6,52.4,1.9
2004-08-08 12:00:00,1.4,160.2,4.6,87.0,79.0,1032.0,744.0,813.0,1695.0,778.0,25.4,68.0,2.2
2004-08-08 13:00:00,0.8,160.2,3.6,36.0,45.0,901.0,689.0,964.0,1543.0,522.0,32.2,40.3,1.9
2004-08-08 14:00:00,0.6,160.2,2.6,21.0,30.0,851.0,627.0,1129.0,1433.0,419.0,31.6,38.9,1.8
2004-08-08 15:00:00,0.7,160.2,3.0,27.0,35.0,877.0,655.0,1061.0,1471.0,444.0,33.0,37.3,1.8
2004-08-08 16:00:00,0.8,160.2,3.6,29.0,37.0,909.0,690.0,1039.0,1488.0,474.0,35.1,32.1,1.8
2004-08-08 17:00:00,0.9,160.2,4.1,38.0,46.0,908.0,715.0,988.0,1479.0,495.0,35.0,31.1,1.7
2004-08-08 18:00:00,1.0,160.2,5.0,41.0,54.0,926.0,763.0,949.0,1491.0,504.0,33.8,32.1,1.7
2004-08-08 19:00:00,1.5,160.2,6.5,66.0,79.0,1010.0,836.0,848.0,1577.0,616.0,31.1,38.8,1.7
2004-08-08 20:00:00,1.5,160.2,7.3,63.0,79.0,1031.0,868.0,798.0,1634.0,690.0,29.0,46.1,1.8
2004-08-08 21:00:00,1.7,160.2,8.1,88.0,98.0,1070.0,905.0,745.0,1702.0,846.0,28.1,50.6,1.9
2004-08-08 22:00:00,1.9,160.2,10.4,87.0,93.0,1124.0,992.0,660.0,1791.0,1013.0,27.1,54.7,1.9
2004-08-08 23:00:00,1.7,160.2,9.0,86.0,89.0,1066.0,940.0,683.0,1744.0,978.0,26.6,56.4,1.9
2004-08-09 00:00:00,1.2,160.2,6.5,49.0,57.0,1001.0,836.0,771.0,1662.0,821.0,25.8,60.4,2.0
2004-08-09 01:00:00,1.1,160.2,6.3,40.0,51.0,967.0,824.0,774.0,1637.0,862.0,25.5,61.6,2.0
2004-08-09 02:00:00,0.8,160.2,4.4,27.0,39.0,901.0,733.0,888.0,1605.0,755.0,24.9,63.5,2.0
2004-08-09 03:00:00,0.5,160.2,2.8,25.0,34.5,835.0,638.0,997.0,1526.0,715.0,24.3,65.1,1.9
2004-08-09 04:00:00,0.6,160.2,2.2,23.0,30.0,820.0,598.0,1065.0,1511.0,684.0,23.8,65.7,1.9
2004-08-09 05:00:00,0.7,160.2,3.7,58.0,46.0,896.0,694.0,941.0,1583.0,853.0,23.2,68.0,1.9
2004-08-09 06:00:00,1.2,160.2,7.4,87.0,55.0,996.0,872.0,756.0,1727.0,990.0,23.2,67.5,1.9
2004-08-09 07:00:00,2.3,160.2,15.1,143.0,63.0,1159.0,1151.0,579.0,2005.0,1206.0,24.3,63.3,1.9
2004-08-09 08:00:00,2.5,160.2,15.1,96.0,42.0,1185.0,1152.0,578.0,2003.0,1274.0,25.5,59.7,1.9
2004-08-09 09:00:00,2.4,160.2,14.7,16.0,5.0,1168.0,1138.0,585.0,1946.0,1336.0,27.7,52.5,1.9
2004-08-09 10:00:00,1.4,160.2,9.8,54.0,39.0,1044.0,970.0,715.0,1751.0,1068.0,31.8,38.9,1.8
2004-08-09 11:00:00,1.2,160.2,8.0,42.0,39.0,983.0,897.0,800.0,1608.0,804.0,32.7,34.1,1.7
2004-08-09 12:00:00,1.6,160.2,8.3,72.0,71.0,1032.0,912.0,764.0,1661.0,826.0,34.3,31.5,1.7
2004-08-09 13:00:00,1.4,160.2,7.7,54.0,65.0,1019.0,889.0,787.0,1630.0,745.0,34.2,31.5,1.7
2004-08-09 14:00:00,1.2,160.2,6.7,52.0,71.0,982.0,844.0,835.0,1567.0,638.0,33.9,32.3,1.7
2004-08-09 15:00:00,1.5,160.2,7.5,64.0,72.0,1016.0,880.0,783.0,1617.0,684.0,34.4,31.9,1.7
2004-08-09 16:00:00,1.4,160.2,7.7,70.0,76.0,1031.0,889.0,772.4,1630.6,751.2,33.5,33.9,1.7
2004-08-09 17:00:00,1.5,160.2,7.9,65.0,75.0,1046.0,898.0,761.8,1644.2,818.4,32.6,35.8,1.7
2004-08-09 18:00:00,1.7,160.2,8.2,80.0,86.0,1061.0,907.0,751.2,1657.8,885.6,31.6,37.8,1.7
2004-08-09 19:00:00,2.2,160.2,8.4,88.0,96.0,1076.0,916.0,740.6,1671.4,952.8,30.7,39.7,1.7
2004-08-09 20:00:00,1.9,160.2,8.6,81.0,95.0,1091.0,925.0,730.0,1685.0,1020.0,29.8,41.7,1.7
2004-08-09 21:00:00,1.6,160.2,9.7,59.0,74.0,1109.0,965.0,696.0,1742.0,1100.0,28.8,45.9,1.8
2004-08-09 22:00:00,1.5,160.2,9.1,69.0,76.0,1098.0,944.0,687.0,1772.0,1086.0,28.2,51.1,1.9
2004-08-09 23:00:00,1.4,160.2,9.1,58.0,66.0,1088.0,945.0,674.0,1765.0,1060.0,27.5,54.4,2.0
2004-08-10 00:00:00,1.0,160.2,7.0,33.0,49.0,1035.0,859.0,732.0,1680.0,996.0,27.4,55.0,2.0
2004-08-10 01:00:00,0.7,160.2,4.9,17.0,29.0,942.0,758.0,824.0,1567.0,856.0,28.1,51.6,1.9
2004-08-10 02:00:00,0.5,160.2,3.5,6.0,11.0,902.0,680.0,919.0,1535.0,722.0,26.3,56.5,1.9
2004-08-10 03:00:00,0.5,160.2,3.9,13.0,18.0,919.0,704.0,861.0,1603.0,860.0,24.4,65.0,2.0
2004-08-10 04:00:00,0.5,160.2,3.2,20.0,25.0,875.0,665.0,919.0,1559.0,772.0,24.4,63.6,1.9
2004-08-10 05:00:00,0.7,160.2,4.7,58.0,34.0,927.0,747.0,830.0,1633.0,910.0,23.5,67.4,1.9
2004-08-10 06:00:00,1.2,160.2,7.6,106.0,42.0,1032.0,883.0,718.0,1742.0,1051.0,23.4,65.7,1.9
2004-08-10 07:00:00,2.2,160.2,14.7,143.0,47.0,1193.0,1139.0,563.0,2009.0,1257.0,24.5,61.3,1.9
2004-08-10 08:00:00,2.9,160.2,18.7,167.0,62.0,1268.0,1259.0,519.0,2114.0,1410.0,26.0,55.8,1.9
2004-08-10 09:00:00,2.6,160.2,14.8,188.0,81.0,1238.0,1144.0,565.0,1939.0,1433.0,28.5,48.5,1.9
2004-08-10 10:00:00,2.6,160.2,14.5,164.0,90.0,1230.0,1133.0,604.0,1909.0,1413.0,33.6,35.7,1.8
2004-08-10 11:00:00,2.2,160.2,12.7,128.0,95.0,1161.0,1074.0,646.0,1777.0,1206.0,36.5,28.9,1.7
2004-08-10 12:00:00,1.5,160.2,9.2,88.0,86.0,1048.0,949.0,764.0,1607.0,831.0,39.0,23.7,1.6
2004-08-10 13:00:00,0.9,160.2,4.8,51.0,64.0,929.0,752.0,955.0,1385.0,544.0,38.8,23.7,1.6
2004-08-10 14:00:00,1.0,160.2,5.4,52.0,62.0,950.0,783.0,914.0,1443.0,525.0,38.0,24.0,1.6
2004-08-10 15:00:00,1.1,160.2,7.2,59.0,75.0,1013.0,864.0,819.0,1544.0,644.0,40.5,23.3,1.7
2004-08-10 16:00:00,1.2,160.2,6.7,67.0,88.0,1034.0,845.0,841.0,1566.0,702.0,39.8,25.4,1.8
2004-08-10 17:00:00,1.8,160.2,9.7,105.0,126.0,1082.0,965.0,760.0,1649.0,844.0,39.6,23.3,1.7
2004-08-10 18:00:00,1.8,160.2,10.9,91.0,96.0,1110.0,1012.0,720.0,1725.0,905.0,38.8,24.7,1.7
2004-08-10 19:00:00,1.7,160.2,10.6,69.0,79.0,1118.0,999.0,706.0,1766.0,878.0,34.7,35.9,2.0
2004-08-10 20:00:00,1.7,160.2,9.7,65.0,67.0,1136.0,967.0,703.0,1801.0,927.0,32.3,43.6,2.1
2004-08-10 21:00:00,1.6,160.2,8.6,58.0,62.0,1106.0,924.0,725.0,1757.0,910.0,30.7,48.1,2.1
2004-08-10 22:00:00,1.7,160.2,10.2,67.0,64.0,1151.0,984.0,678.0,1823.0,1024.0,29.5,50.6,2.0
2004-08-10 23:00:00,1.8,160.2,10.5,64.0,63.0,1144.0,997.0,669.0,1816.0,1021.0,28.8,52.0,2.0
2004-08-11 00:00:00,1.5,160.2,8.8,65.0,60.0,1118.0,930.0,697.0,1748.0,1027.0,28.2,55.0,2.1
2004-08-11 01:00:00,1.2,160.2,6.6,47.0,49.0,1066.0,839.0,740.0,1700.0,993.0,27.2,59.1,2.1
2004-08-11 02:00:00,0.8,160.2,5.3,29.0,36.0,991.0,778.0,797.0,1665.0,910.0,26.7,60.7,2.1
2004-08-11 03:00:00,0.5,160.2,3.0,22.5,30.0,906.0,650.0,961.0,1581.0,768.0,26.9,60.3,2.1
2004-08-11 04:00:00,0.5,160.2,3.2,16.0,24.0,903.0,662.0,932.0,1590.0,760.0,26.4,61.6,2.1
2004-08-11 05:00:00,0.7,160.2,3.5,50.0,32.0,941.0,685.0,895.0,1632.0,834.0,25.9,63.6,2.1
2004-08-11 06:00:00,1.1,160.2,7.2,78.0,42.0,1074.0,866.0,717.0,1768.0,1075.0,26.1,63.7,2.1
2004-08-11 07:00:00,1.4,160.2,9.5,89.0,42.0,1114.0,958.0,663.0,1836.0,1167.0,26.8,60.5,2.1
2004-08-11 08:00:00,1.7,160.2,11.1,97.0,51.0,1162.0,1019.0,622.0,1904.0,1178.0,27.9,56.5,2.1
2004-08-11 09:00:00,1.8,160.2,9.7,93.0,58.0,1165.0,967.0,651.0,1825.0,1120.0,29.8,51.1,2.1
2004-08-11 10:00:00,1.8,160.2,9.5,105.0,67.0,1179.0,957.0,680.0,1819.0,1131.0,33.6,41.0,2.1
2004-08-11 11:00:00,1.7,160.2,8.3,89.0,68.0,1144.0,913.0,715.0,1782.0,972.0,35.1,38.1,2.1
2004-08-11 12:00:00,1.3,160.2,6.0,63.0,56.0,1066.0,813.0,792.0,1657.0,764.0,36.2,34.9,2.1
2004-08-11 13:00:00,1.3,160.2,5.8,52.0,47.0,1056.0,802.0,824.0,1620.0,670.0,38.0,30.7,2.0
2004-08-11 14:00:00,1.0,160.2,5.1,48.0,46.0,995.0,769.0,882.0,1576.0,615.0,36.6,30.8,1.9
2004-08-11 15:00:00,1.0,160.2,4.5,50.0,50.0,967.0,740.0,926.0,1526.0,557.0,38.8,25.4,1.7
2004-08-11 16:00:00,1.4,160.2,6.6,80.0,65.0,1048.0,839.0,845.0,1607.0,700.0,38.7,25.8,1.7
2004-08-11 17:00:00,1.6,160.2,8.0,78.0,69.0,1092.0,901.0,777.0,1691.0,734.0,37.4,29.9,1.9
2004-08-11 18:00:00,1.4,160.2,7.6,64.0,63.0,1056.0,883.0,799.0,1672.0,684.0,36.2,31.1,1.8
2004-08-11 19:00:00,1.7,160.2,10.1,84.0,69.0,1100.0,982.0,720.0,1760.0,823.0,33.8,34.5,1.8
2004-08-11 20:00:00,1.4,160.2,7.8,72.0,57.0,1057.0,890.0,778.0,1701.0,801.0,31.4,40.7,1.8
2004-08-11 21:00:00,1.5,160.2,8.4,70.0,59.0,1068.0,917.0,736.0,1728.0,916.0,30.8,45.0,2.0
2004-08-11 22:00:00,1.4,160.2,7.7,59.0,54.0,1050.0,887.0,770.0,1696.0,820.0,29.4,50.0,2.0
2004-08-11 23:00:00,1.5,160.2,7.6,63.0,57.0,1074.0,884.0,764.0,1726.0,838.0,28.1,54.1,2.0
2004-08-12 00:00:00,1.6,160.2,7.9,58.0,46.0,1053.0,895.0,745.0,1727.0,882.0,27.3,57.8,2.1
2004-08-12 01:00:00,1.2,160.2,6.3,68.0,65.0,1003.0,825.0,794.0,1716.0,801.0,26.7,60.6,2.1
2004-08-12 02:00:00,0.9,160.2,3.8,57.0,62.0,933.0,701.0,906.0,1638.0,690.0,25.9,64.5,2.1
2004-08-12 03:00:00,0.6,160.2,2.4,36.0,43.5,869.0,614.0,1001.0,1565.0,674.0,25.6,63.5,2.1
2004-08-12 04:00:00,0.6,160.2,2.5,15.0,25.0,864.0,617.0,1027.0,1561.0,622.0,26.7,61.0,2.1
2004-08-12 05:00:00,0.7,160.2,4.2,47.0,37.0,931.0,721.0,888.0,1651.0,799.0,25.8,64.6,2.1
2004-08-12 06:00:00,0.7,160.2,4.5,39.0,41.0,921.0,738.0,893.0,1623.0,818.0,26.5,60.6,2.1
2004-08-12 07:00:00,1.7,160.2,11.0,87.0,60.0,1139.0,1013.0,672.0,1932.0,1034.0,26.4,61.7,2.1
2004-08-12 08:00:00,2.2,160.2,14.1,122.0,65.0,1205.0,1118.0,585.0,2019.0,1189.0,27.5,60.1,2.2
2004-08-12 09:00:00,1.9,160.2,9.5,122.0,71.0,1126.0,957.0,694.0,1841.0,1034.0,29.4,53.1,2.1
2004-08-12 10:00:00,1.5,160.2,6.9,101.0,61.0,1066.0,855.0,803.0,1712.0,929.0,33.4,39.9,2.0
2004-08-12 11:00:00,1.6,160.2,7.2,92.0,65.0,1069.0,867.0,785.0,1717.0,880.0,33.2,39.2,2.0
2004-08-12 12:00:00,1.3,160.2,5.5,70.0,54.0,975.0,788.0,851.0,1629.0,701.0,34.5,35.1,1.9
2004-08-12 13:00:00,1.1,160.2,5.1,58.0,58.0,955.0,766.0,898.0,1597.0,620.0,37.1,30.5,1.9
2004-08-12 14:00:00,1.0,160.2,5.0,44.0,56.0,949.0,764.0,898.0,1579.0,573.0,35.9,32.1,1.9
2004-08-12 15:00:00,1.0,160.2,5.6,44.0,60.0,941.0,792.0,897.0,1582.0,544.0,37.3,28.0,1.8
2004-08-12 16:00:00,1.1,160.2,5.7,52.0,69.0,942.0,800.0,877.0,1567.0,581.0,38.1,26.3,1.7
2004-08-12 17:00:00,1.3,160.2,7.0,53.0,67.0,974.0,855.0,836.0,1607.0,610.0,37.1,27.2,1.7
2004-08-12 18:00:00,1.5,160.2,8.1,65.0,79.0,1012.0,904.0,794.0,1653.0,695.0,35.2,31.2,1.7
2004-08-12 19:00:00,1.6,160.2,8.7,67.0,86.0,1017.0,929.0,772.0,1702.0,709.0,32.1,38.7,1.8
2004-08-12 20:00:00,1.5,160.2,7.9,67.0,79.0,1006.0,896.0,797.0,1697.0,736.0,30.3,45.1,1.9
2004-08-12 21:00:00,1.3,160.2,7.5,53.0,67.0,1008.0,878.0,792.0,1691.0,722.0,29.3,50.2,2.0
2004-08-12 22:00:00,1.2,160.2,6.0,53.0,65.0,989.0,814.0,845.0,1657.0,680.0,28.6,53.7,2.1
2004-08-12 23:00:00,1.6,160.2,8.5,60.0,67.0,1080.0,920.0,739.0,1761.0,772.0,27.8,57.4,2.1
2004-08-13 00:00:00,1.4,160.2,7.0,60.0,62.0,1033.0,856.0,774.0,1736.0,769.0,27.4,59.4,2.1
2004-08-13 01:00:00,1.1,160.2,5.6,39.0,48.0,968.0,794.0,836.0,1688.0,654.0,27.2,59.3,2.1
2004-08-13 02:00:00,0.7,160.2,2.6,22.0,33.0,853.0,626.0,1045.0,1557.0,516.0,26.7,61.0,2.1
2004-08-13 03:00:00,0.4,160.2,1.5,14.5,22.0,810.0,544.0,1264.0,1485.0,447.0,26.0,62.7,2.1
2004-08-13 04:00:00,0.5,160.2,1.7,7.0,11.0,817.0,558.0,1232.0,1485.0,452.0,25.4,63.1,2.0
2004-08-13 05:00:00,0.5,160.2,2.0,25.0,34.0,840.0,586.0,1154.0,1499.0,492.0,26.1,60.3,2.0
2004-08-13 06:00:00,0.8,160.2,4.0,47.0,52.0,940.0,709.0,956.0,1641.0,588.0,25.2,67.1,2.1
2004-08-13 07:00:00,1.6,160.2,8.6,101.0,80.0,1076.0,924.0,720.0,1806.0,909.0,26.0,61.9,2.1
2004-08-13 08:00:00,1.6,160.2,10.1,100.0,86.0,1086.0,981.0,688.0,1818.0,1007.0,27.0,57.5,2.0
2004-08-13 09:00:00,1.4,160.2,8.7,79.0,77.0,1031.0,929.0,759.0,1722.0,809.0,30.5,44.4,1.9
2004-08-13 10:00:00,1.5,160.2,7.9,91.0,93.0,1016.0,896.0,766.0,1704.0,820.0,33.4,35.1,1.8
2004-08-13 11:00:00,1.2,160.2,5.8,83.0,109.0,953.0,801.0,868.0,1573.0,657.0,35.7,29.0,1.7
2004-08-13 12:00:00,1.1,160.2,5.3,65.0,89.0,918.0,779.0,896.0,1537.0,551.0,35.8,27.7,1.6
2004-08-13 13:00:00,0.8,160.2,4.2,55.0,71.0,892.0,724.0,971.0,1490.0,511.0,36.3,27.4,1.6
2004-08-13 14:00:00,0.7,160.2,3.3,40.0,56.0,841.0,673.0,1061.0,1394.0,451.0,33.6,28.8,1.5
2004-08-13 15:00:00,0.7,160.2,4.0,48.0,68.0,799.0,709.0,1078.0,1332.0,462.0,35.2,20.5,1.1
2004-08-13 16:00:00,0.7,160.2,4.3,46.0,61.0,838.0,726.0,1056.0,1382.0,440.0,35.0,22.4,1.2
2004-08-13 17:00:00,1.0,160.2,4.6,54.0,70.0,870.0,745.0,998.0,1400.0,472.0,34.0,25.2,1.3
2004-08-13 18:00:00,1.0,160.2,5.1,55.0,76.0,892.0,771.0,965.0,1465.0,494.0,32.0,28.2,1.3
2004-08-13 19:00:00,1.2,160.2,5.9,60.0,78.0,926.0,805.0,901.0,1511.0,524.0,29.4,34.4,1.4
2004-08-13 20:00:00,1.1,160.2,5.7,62.0,80.0,919.0,796.0,870.0,1538.0,560.0,28.1,41.1,1.5
2004-08-13 21:00:00,1.0,160.2,4.7,51.0,71.0,932.0,746.0,912.0,1528.0,534.0,26.9,47.5,1.7
2004-08-13 22:00:00,1.2,160.2,5.1,57.0,74.0,957.0,767.0,867.0,1534.0,577.0,26.6,50.4,1.7
2004-08-13 23:00:00,1.4,160.2,5.9,72.0,90.0,994.0,806.0,830.0,1580.0,674.0,25.9,52.9,1.7
2004-08-14 00:00:00,1.3,160.2,5.6,63.0,78.0,984.0,795.0,838.0,1570.0,676.0,25.4,54.6,1.7
2004-08-14 01:00:00,1.0,160.2,4.5,49.0,63.0,919.0,737.0,899.0,1534.0,611.0,25.1,55.7,1.7
2004-08-14 02:00:00,0.6,160.2,2.5,30.0,42.0,847.0,618.0,1075.0,1442.0,529.0,25.1,55.3,1.7
2004-08-14 03:00:00,0.4,160.2,1.7,24.0,34.5,802.0,559.0,1232.0,1414.0,478.0,25.0,56.0,1.7
2004-08-14 04:00:00,0.4,160.2,1.8,18.0,27.0,795.0,569.0,1178.0,1426.0,497.0,25.2,55.0,1.7
2004-08-14 05:00:00,0.4,160.2,1.9,22.0,29.0,809.0,578.0,1170.0,1445.0,513.0,25.6,53.5,1.7
2004-08-14 06:00:00,0.5,160.2,2.6,39.0,41.0,835.0,626.0,1088.0,1471.0,563.0,24.7,55.9,1.7
2004-08-14 07:00:00,1.1,160.2,6.3,68.0,61.0,967.0,826.0,821.0,1639.0,822.0,24.0,57.2,1.7
2004-08-14 08:00:00,1.2,160.2,6.8,84.0,68.0,969.0,849.0,800.0,1626.0,890.0,25.0,53.2,1.7
2004-08-14 09:00:00,0.9,160.2,4.7,54.0,58.0,913.0,749.0,911.0,1535.0,742.0,28.0,43.4,1.6
2004-08-14 10:00:00,0.9,160.2,4.7,51.0,52.0,933.0,748.0,948.0,1551.0,629.0,31.6,35.5,1.6
2004-08-14 11:00:00,1.0,160.2,4.0,52.0,57.0,922.0,712.0,924.0,1494.0,609.0,35.0,29.0,1.6
2004-08-14 12:00:00,0.8,160.2,4.3,44.0,51.0,914.0,726.0,959.0,1496.0,534.0,35.3,27.6,1.6
2004-08-14 13:00:00,0.8,160.2,3.8,47.0,53.0,873.0,699.0,999.0,1413.0,528.0,36.2,24.1,1.4
2004-08-14 14:00:00,0.7,160.2,3.4,37.0,49.0,831.0,676.0,1041.0,1350.0,463.0,34.8,24.5,1.3
2004-08-14 15:00:00,0.7,160.2,3.6,33.0,44.0,840.0,685.0,1051.0,1339.0,462.0,38.2,19.6,1.3
2004-08-14 16:00:00,0.7,160.2,3.6,36.0,48.0,874.0,686.0,1032.0,1402.0,501.0,38.9,20.3,1.4
2004-08-14 17:00:00,0.7,160.2,3.6,33.0,46.0,896.0,687.0,1006.0,1438.0,493.0,36.9,27.1,1.7
2004-08-14 18:00:00,0.9,160.2,5.1,40.0,56.0,964.0,769.0,873.0,1546.0,572.0,35.2,32.1,1.8
2004-08-14 19:00:00,1.2,160.2,6.6,56.0,73.0,1001.0,838.0,801.0,1614.0,668.0,32.0,38.2,1.8
2004-08-14 20:00:00,1.4,160.2,7.3,71.0,85.0,1005.0,868.0,779.0,1633.0,771.0,29.8,41.8,1.7
2004-08-14 21:00:00,1.2,160.2,6.1,57.0,72.0,979.0,818.0,797.0,1590.0,732.0,28.2,45.9,1.7
2004-08-14 22:00:00,1.0,160.2,5.2,43.0,53.0,935.0,774.0,825.0,1562.0,687.0,27.1,48.2,1.7
2004-08-14 23:00:00,0.9,160.2,4.9,40.0,47.0,939.0,758.0,858.0,1544.0,664.0,26.7,49.5,1.7
2004-08-15 00:00:00,0.7,160.2,3.5,26.0,37.0,878.0,684.0,947.0,1475.0,588.0,26.1,50.8,1.7
2004-08-15 01:00:00,0.5,160.2,3.0,24.0,34.0,848.0,650.0,989.0,1479.0,610.0,25.7,52.5,1.7
2004-08-15 02:00:00,0.5,160.2,2.7,24.0,33.0,826.0,631.0,1028.0,1473.0,593.0,24.8,55.4,1.7
2004-08-15 03:00:00,0.4,160.2,2.2,21.0,30.0,804.0,597.0,1077.0,1454.0,566.0,23.8,57.5,1.7
2004-08-15 04:00:00,0.4,160.2,2.0,18.0,27.0,789.0,584.0,1107.0,1457.0,571.0,22.4,62.2,1.7
2004-08-15 05:00:00,0.4,160.2,2.4,18.0,27.0,785.0,612.0,1054.0,1443.0,614.0,22.5,61.8,1.7
2004-08-15 06:00:00,0.4,160.2,2.0,19.0,27.0,772.0,584.0,1149.0,1414.0,566.0,22.7,59.2,1.6
2004-08-15 07:00:00,0.5,160.2,2.5,22.0,28.0,796.0,623.0,1064.0,1425.0,594.0,23.0,58.4,1.6
2004-08-15 08:00:00,0.7,160.2,3.5,34.0,36.0,875.0,682.0,983.0,1457.0,611.0,23.9,56.3,1.6
2004-08-15 09:00:00,1.1,160.2,6.0,61.0,59.0,955.0,811.0,841.0,1562.0,759.0,26.3,50.1,1.7
2004-08-15 10:00:00,1.0,160.2,5.3,46.0,56.0,938.0,778.0,896.0,1520.0,700.0,32.1,34.0,1.6
2004-08-15 11:00:00,1.2,160.2,6.3,56.0,70.0,954.0,826.0,870.0,1531.0,691.0,35.8,25.7,1.5
2004-08-15 12:00:00,1.1,160.2,4.8,31.0,36.0,875.0,753.0,978.0,1402.0,579.0,38.3,19.8,1.3
2004-08-15 13:00:00,0.6,160.2,3.2,11.0,17.0,810.0,664.0,1123.0,1312.0,478.0,37.3,20.5,1.3
2004-08-15 14:00:00,0.4,160.2,2.6,8.0,14.0,746.0,624.0,1227.0,1209.0,410.0,36.3,18.4,1.1
2004-08-15 15:00:00,0.4,160.2,2.4,14.0,24.0,738.0,610.0,1281.0,1204.0,404.0,36.8,16.9,1.0
2004-08-15 16:00:00,0.5,160.2,3.0,21.0,36.0,771.0,652.0,1223.0,1239.0,440.0,37.9,15.9,1.0
2004-08-15 17:00:00,0.6,160.2,3.1,26.0,43.0,799.0,658.0,1216.0,1254.0,461.0,36.7,17.1,1.0
2004-08-15 18:00:00,0.8,160.2,3.4,37.0,60.0,831.0,679.0,1143.0,1291.0,526.0,33.8,21.9,1.1
2004-08-15 19:00:00,1.0,160.2,4.6,53.0,81.0,885.0,743.0,1016.0,1379.0,647.0,32.6,24.6,1.2
2004-08-15 20:00:00,1.1,160.2,4.4,56.0,87.0,883.0,731.0,988.0,1384.0,693.0,30.6,28.4,1.2
2004-08-15 21:00:00,1.1,160.2,5.5,51.0,85.0,906.0,790.0,936.0,1430.0,729.0,29.4,30.5,1.2
2004-08-15 22:00:00,1.6,160.2,8.2,79.0,91.0,982.0,906.0,784.0,1561.0,1002.0,28.4,34.4,1.3
2004-08-15 23:00:00,0.9,160.2,5.0,38.0,55.0,892.0,766.0,880.0,1399.0,797.0,28.3,34.1,1.3
2004-08-16 00:00:00,0.7,160.2,4.0,25.0,42.0,841.0,711.0,956.0,1367.0,685.0,27.8,35.2,1.3
2004-08-16 01:00:00,0.7,160.2,3.7,24.0,43.0,859.0,693.0,988.0,1377.0,710.0,25.3,39.7,1.3
2004-08-16 02:00:00,0.5,160.2,3.1,11.0,20.0,810.0,657.0,1016.0,1337.0,629.0,24.5,41.5,1.3
2004-08-16 03:00:00,0.4,160.2,1.8,13.5,21.5,759.0,566.0,1175.0,1267.0,503.0,24.8,39.8,1.2
2004-08-16 04:00:00,0.3,160.2,1.5,16.0,23.0,749.0,543.0,1238.0,1244.0,462.0,23.3,41.9,1.2
2004-08-16 05:00:00,0.4,160.2,2.4,43.0,43.0,766.0,616.0,1163.0,1306.0,530.0,21.5,45.6,1.2
2004-08-16 06:00:00,0.9,160.2,5.4,86.0,68.0,865.0,783.0,893.0,1446.0,838.0,21.3,47.0,1.2
2004-08-16 07:00:00,1.3,160.2,8.5,92.0,62.0,924.0,920.0,767.0,1534.0,946.0,22.2,45.0,1.2
2004-08-16 08:00:00,1.6,160.2,10.9,102.0,65.0,973.0,1010.0,722.0,1616.0,1014.0,23.6,40.8,1.2
2004-08-16 09:00:00,2.1,160.2,12.0,171.0,93.0,1028.0,1048.0,719.0,1624.0,1135.0,27.1,32.4,1.1
2004-08-16 10:00:00,2.0,160.2,10.6,148.0,110.0,979.0,999.0,796.0,1515.0,1027.0,33.4,20.1,1.0
